county,TAZ,tm15,link21,jobs
6001,1911,FPSEMPN,FIRE,23
6001,1911,HEREMPN,HMED,33
6001,1911,HEREMPN,PERS,17
6001,1911,HEREMPN,SOCS,4
6001,1911,OTHEMPN,GOVT,22
6001,1911,RETEMP,RETL,17
6001,1912,FPSEMPN,FIRE,586
6001,1912,FPSEMPN,UTIL,4
6001,1912,HEREMPN,HIED,20
6001,1912,HEREMPN,HMED,173
6001,1912,HEREMPN,K12E,63
6001,1912,HEREMPN,PERS,199
6001,1912,HEREMPN,RECS,223
6001,1912,HEREMPN,SOCS,85
6001,1912,MWTEMPN,MFRG,1060
6001,1912,MWTEMPN,WTWT,1944
6001,1912,OTHEMPN,CONS,670
6001,1912,OTHEMPN,FIRE,21
6001,1912,OTHEMPN,GOVT,52
6001,1912,RETEMP,RETL,86
6001,1912,RETEMP,RETR,341
6001,1913,FPSEMPN,FIRE,161
6001,1913,HEREMPN,HIED,1
6001,1913,HEREMPN,HMED,81
6001,1913,HEREMPN,PERS,40
6001,1913,HEREMPN,RECS,139
6001,1913,HEREMPN,SOCS,20
6001,1913,MWTEMPN,MFRG,170
6001,1913,MWTEMPN,WTWT,193
6001,1913,OTHEMPN,CONS,148
6001,1913,OTHEMPN,FIRE,2
6001,1913,OTHEMPN,GOVT,83
6001,1913,RETEMP,RETL,76
6001,1913,RETEMP,RETR,27
6001,1914,AGREMPN,FFRE,14
6001,1914,FPSEMPN,FIRE,343
6001,1914,FPSEMPN,UTIL,19
6001,1914,HEREMPN,HIED,3
6001,1914,HEREMPN,HMED,28
6001,1914,HEREMPN,K12E,30
6001,1914,HEREMPN,PERS,254
6001,1914,HEREMPN,RECS,299
6001,1914,HEREMPN,SOCS,95
6001,1914,MWTEMPN,MFRG,627
6001,1914,MWTEMPN,WTWT,1434
6001,1914,OTHEMPN,CONS,669
6001,1914,OTHEMPN,FIRE,52
6001,1914,OTHEMPN,GOVT,42
6001,1914,RETEMP,RETL,540
6001,1914,RETEMP,RETR,947
6001,1915,FPSEMPN,FIRE,166
6001,1915,HEREMPN,HIED,13
6001,1915,HEREMPN,HMED,252
6001,1915,HEREMPN,PERS,63
6001,1915,HEREMPN,RECS,218
6001,1915,HEREMPN,SOCS,17
6001,1915,MWTEMPN,MFRG,3
6001,1915,MWTEMPN,WTWT,89
6001,1915,OTHEMPN,CONS,14
6001,1915,OTHEMPN,FIRE,1
6001,1915,OTHEMPN,GOVT,7
6001,1915,RETEMP,RETL,194
6001,1915,RETEMP,RETR,40
6001,1916,FPSEMPN,FIRE,53
6001,1916,HEREMPN,HMED,20
6001,1916,HEREMPN,PERS,20
6001,1916,HEREMPN,RECS,28
6001,1916,MWTEMPN,WTWT,4
6001,1916,OTHEMPN,CONS,12
6001,1916,OTHEMPN,FIRE,6
6001,1916,RETEMP,RETL,10
6001,1916,RETEMP,RETR,6
6001,1917,FPSEMPN,FIRE,5
6001,1917,HEREMPN,HIED,2
6001,1917,HEREMPN,HMED,3
6001,1917,HEREMPN,PERS,4
6001,1917,HEREMPN,RECS,58
6001,1917,OTHEMPN,CONS,9
6001,1917,OTHEMPN,FIRE,4
6001,1917,RETEMP,RETL,1
6001,1918,FPSEMPN,FIRE,99
6001,1918,HEREMPN,HIED,5
6001,1918,HEREMPN,HMED,42
6001,1918,HEREMPN,PERS,98
6001,1918,HEREMPN,RECS,245
6001,1918,HEREMPN,SOCS,33
6001,1918,MWTEMPN,MFRG,49
6001,1918,MWTEMPN,WTWT,38
6001,1918,OTHEMPN,CONS,25
6001,1918,OTHEMPN,FIRE,7
6001,1918,OTHEMPN,GOVT,151
6001,1918,RETEMP,RETL,577
6001,1918,RETEMP,RETR,54
6001,1919,FPSEMPN,FIRE,88
6001,1919,HEREMPN,HIED,8
6001,1919,HEREMPN,HMED,110
6001,1919,HEREMPN,K12E,6
6001,1919,HEREMPN,PERS,40
6001,1919,HEREMPN,RECS,45
6001,1919,HEREMPN,SOCS,3
6001,1919,MWTEMPN,MFRG,5
6001,1919,OTHEMPN,CONS,3
6001,1919,OTHEMPN,GOVT,301
6001,1919,RETEMP,RETL,19
6001,1919,RETEMP,RETR,8
6001,1920,AGREMPN,FFRE,5
6001,1920,FPSEMPN,FIRE,400
6001,1920,HEREMPN,HIED,31
6001,1920,HEREMPN,HMED,236
6001,1920,HEREMPN,PERS,426
6001,1920,HEREMPN,RECS,105
6001,1920,HEREMPN,SOCS,41
6001,1920,MWTEMPN,MFRG,26
6001,1920,MWTEMPN,WTWT,31
6001,1920,OTHEMPN,CONS,41
6001,1920,RETEMP,RETL,61
6001,1920,RETEMP,RETR,17
6001,1921,AGREMPN,FFRE,3
6001,1921,FPSEMPN,FIRE,250
6001,1921,HEREMPN,HIED,29
6001,1921,HEREMPN,HMED,234
6001,1921,HEREMPN,PERS,143
6001,1921,HEREMPN,RECS,487
6001,1921,HEREMPN,SOCS,104
6001,1921,MWTEMPN,MFRG,27
6001,1921,MWTEMPN,WTWT,71
6001,1921,OTHEMPN,CONS,13
6001,1921,OTHEMPN,FIRE,79
6001,1921,OTHEMPN,GOVT,17
6001,1921,RETEMP,RETL,125
6001,1921,RETEMP,RETR,35
6001,1922,FPSEMPN,FIRE,77
6001,1922,HEREMPN,HIED,5
6001,1922,HEREMPN,HMED,28
6001,1922,HEREMPN,PERS,92
6001,1922,HEREMPN,RECS,23
6001,1922,HEREMPN,SOCS,14
6001,1922,MWTEMPN,MFRG,9
6001,1922,MWTEMPN,WTWT,44
6001,1922,OTHEMPN,CONS,26
6001,1922,RETEMP,RETL,29
6001,1922,RETEMP,RETR,54
6001,1923,AGREMPN,FFRE,3
6001,1923,FPSEMPN,FIRE,203
6001,1923,HEREMPN,HIED,5
6001,1923,HEREMPN,HMED,167
6001,1923,HEREMPN,PERS,48
6001,1923,HEREMPN,RECS,100
6001,1923,HEREMPN,SOCS,10
6001,1923,MWTEMPN,WTWT,6
6001,1923,OTHEMPN,CONS,36
6001,1923,OTHEMPN,FIRE,3
6001,1923,RETEMP,RETL,53
6001,1923,RETEMP,RETR,5
6001,1924,FPSEMPN,FIRE,14
6001,1924,HEREMPN,HMED,31
6001,1924,HEREMPN,PERS,9
6001,1924,HEREMPN,RECS,90
6001,1924,HEREMPN,SOCS,7
6001,1924,MWTEMPN,WTWT,5
6001,1924,OTHEMPN,CONS,2
6001,1924,RETEMP,RETL,22
6001,1924,RETEMP,RETR,3
6001,1925,FPSEMPN,FIRE,9
6001,1925,HEREMPN,HMED,6
6001,1925,HEREMPN,PERS,74
6001,1925,HEREMPN,RECS,78
6001,1925,MWTEMPN,MFRG,24
6001,1925,MWTEMPN,WTWT,29
6001,1925,OTHEMPN,CONS,136
6001,1925,RETEMP,RETL,24
6001,1925,RETEMP,RETR,75
6001,1926,FPSEMPN,FIRE,18
6001,1926,HEREMPN,PERS,11
6001,1926,MWTEMPN,MFRG,45
6001,1926,MWTEMPN,WTWT,150
6001,1926,RETEMP,RETR,7
6001,1927,FPSEMPN,FIRE,31
6001,1927,HEREMPN,HIED,2
6001,1927,HEREMPN,HMED,24
6001,1927,HEREMPN,PERS,43
6001,1927,HEREMPN,RECS,184
6001,1927,OTHEMPN,CONS,3
6001,1927,OTHEMPN,FIRE,60
6001,1927,RETEMP,RETL,320
6001,1927,RETEMP,RETR,513
6001,1928,AGREMPN,FFRE,7
6001,1928,OTHEMPN,CONS,110
6001,1928,RETEMP,RETL,205
6001,1929,FPSEMPN,FIRE,20
6001,1929,HEREMPN,HMED,289
6001,1929,HEREMPN,PERS,41
6001,1929,HEREMPN,RECS,76
6001,1929,HEREMPN,SOCS,10
6001,1929,MWTEMPN,WTWT,8
6001,1929,OTHEMPN,CONS,16
6001,1929,OTHEMPN,FIRE,6
6001,1929,RETEMP,RETL,20
6001,1929,RETEMP,RETR,8
6001,1930,FPSEMPN,FIRE,29
6001,1930,HEREMPN,HIED,4
6001,1930,HEREMPN,HMED,226
6001,1930,HEREMPN,PERS,6
6001,1930,HEREMPN,RECS,11
6001,1930,HEREMPN,SOCS,7
6001,1930,MWTEMPN,WTWT,5
6001,1930,OTHEMPN,FIRE,9
6001,1930,RETEMP,RETL,5
6001,1931,HEREMPN,HMED,5
6001,1931,OTHEMPN,FIRE,1
6001,1932,FPSEMPN,FIRE,19
6001,1932,HEREMPN,HIED,20
6001,1932,HEREMPN,K12E,24
6001,1932,HEREMPN,PERS,37
6001,1932,HEREMPN,RECS,7
6001,1932,HEREMPN,SOCS,30
6001,1932,RETEMP,RETL,94
6001,1933,MWTEMPN,WTWT,4
6001,1933,OTHEMPN,CONS,5
6001,1934,FPSEMPN,FIRE,310
6001,1934,HEREMPN,HIED,23
6001,1934,HEREMPN,HMED,9
6001,1934,HEREMPN,PERS,81
6001,1934,HEREMPN,RECS,237
6001,1934,MWTEMPN,MFRG,7
6001,1934,MWTEMPN,WTWT,397
6001,1934,OTHEMPN,CONS,9
6001,1934,OTHEMPN,GOVT,130
6001,1934,RETEMP,RETL,13
6001,1934,RETEMP,RETR,23
6001,1935,AGREMPN,FFRE,3
6001,1935,FPSEMPN,FIRE,137
6001,1935,FPSEMPN,UTIL,4
6001,1935,HEREMPN,HIED,2
6001,1935,HEREMPN,HMED,2
6001,1935,HEREMPN,K12E,30
6001,1935,HEREMPN,PERS,266
6001,1935,HEREMPN,RECS,307
6001,1935,MWTEMPN,MFRG,124
6001,1935,MWTEMPN,WTWT,216
6001,1935,OTHEMPN,CONS,139
6001,1935,OTHEMPN,FIRE,2
6001,1935,RETEMP,RETL,58
6001,1935,RETEMP,RETR,132
6001,1936,AGREMPN,FFRE,2
6001,1936,FPSEMPN,FIRE,68
6001,1936,HEREMPN,HIED,5
6001,1936,HEREMPN,HMED,155
6001,1936,HEREMPN,K12E,50
6001,1936,HEREMPN,PERS,172
6001,1936,HEREMPN,RECS,42
6001,1936,HEREMPN,SOCS,18
6001,1936,MWTEMPN,MFRG,12
6001,1936,MWTEMPN,WTWT,10
6001,1936,OTHEMPN,CONS,9
6001,1936,OTHEMPN,FIRE,6
6001,1936,RETEMP,RETL,29
6001,1937,FPSEMPN,FIRE,196
6001,1937,HEREMPN,HMED,9
6001,1937,HEREMPN,PERS,9
6001,1937,HEREMPN,SOCS,11
6001,1937,MWTEMPN,MFRG,39
6001,1937,MWTEMPN,WTWT,4
6001,1937,OTHEMPN,CONS,20
6001,1937,OTHEMPN,FIRE,34
6001,1937,RETEMP,RETL,11
6001,1937,RETEMP,RETR,5
6001,1938,FPSEMPN,FIRE,79
6001,1938,HEREMPN,HIED,1
6001,1938,HEREMPN,HMED,4
6001,1938,HEREMPN,K12E,38
6001,1938,HEREMPN,PERS,6
6001,1938,HEREMPN,RECS,51
6001,1938,HEREMPN,SOCS,11
6001,1938,MWTEMPN,MFRG,12
6001,1938,MWTEMPN,WTWT,5
6001,1938,OTHEMPN,CONS,11
6001,1938,OTHEMPN,FIRE,5
6001,1938,RETEMP,RETL,12
6001,1938,RETEMP,RETR,1
6001,1939,FPSEMPN,FIRE,12
6001,1939,HEREMPN,PERS,4
6001,1939,HEREMPN,SOCS,8
6001,1939,OTHEMPN,CONS,1
6001,1940,AGREMPN,FFRE,12
6001,1940,FPSEMPN,FIRE,164
6001,1940,HEREMPN,HMED,43
6001,1940,HEREMPN,K12E,28
6001,1940,HEREMPN,PERS,63
6001,1940,HEREMPN,RECS,16
6001,1940,HEREMPN,SOCS,50
6001,1940,MWTEMPN,MFRG,10
6001,1940,MWTEMPN,WTWT,9
6001,1940,OTHEMPN,CONS,30
6001,1940,OTHEMPN,FIRE,7
6001,1940,OTHEMPN,GOVT,1
6001,1940,RETEMP,RETL,18
6001,1940,RETEMP,RETR,2
6001,1941,FPSEMPN,FIRE,2
6001,1941,HEREMPN,HMED,100
6001,1942,AGREMPN,FFRE,2
6001,1942,FPSEMPN,FIRE,33
6001,1942,HEREMPN,HMED,1
6001,1942,HEREMPN,K12E,113
6001,1942,HEREMPN,PERS,25
6001,1942,HEREMPN,RECS,6
6001,1942,HEREMPN,SOCS,8
6001,1942,MWTEMPN,MFRG,23
6001,1942,MWTEMPN,WTWT,1
6001,1942,OTHEMPN,CONS,9
6001,1942,RETEMP,RETL,47
6001,1942,RETEMP,RETR,8
6001,1943,FPSEMPN,FIRE,37
6001,1943,HEREMPN,HIED,1
6001,1943,HEREMPN,K12E,6
6001,1943,HEREMPN,PERS,1
6001,1943,HEREMPN,RECS,17
6001,1943,HEREMPN,SOCS,9
6001,1943,MWTEMPN,WTWT,7
6001,1943,OTHEMPN,CONS,5
6001,1943,OTHEMPN,FIRE,10
6001,1944,AGREMPN,FFRE,2
6001,1944,FPSEMPN,FIRE,1222
6001,1944,HEREMPN,HIED,30
6001,1944,HEREMPN,HMED,218
6001,1944,HEREMPN,K12E,78
6001,1944,HEREMPN,PERS,144
6001,1944,HEREMPN,RECS,365
6001,1944,HEREMPN,SOCS,48
6001,1944,MWTEMPN,MFRG,71
6001,1944,MWTEMPN,WTWT,54
6001,1944,OTHEMPN,CONS,135
6001,1944,OTHEMPN,FIRE,60
6001,1944,OTHEMPN,GOVT,27
6001,1944,RETEMP,RETL,345
6001,1944,RETEMP,RETR,45
6001,1945,AGREMPN,FFRE,2
6001,1945,FPSEMPN,FIRE,260
6001,1945,HEREMPN,HIED,27
6001,1945,HEREMPN,HMED,52
6001,1945,HEREMPN,K12E,141
6001,1945,HEREMPN,PERS,49
6001,1945,HEREMPN,RECS,179
6001,1945,HEREMPN,SOCS,16
6001,1945,MWTEMPN,MFRG,100
6001,1945,OTHEMPN,CONS,30
6001,1945,OTHEMPN,FIRE,16
6001,1945,OTHEMPN,GOVT,20
6001,1945,RETEMP,RETL,46
6001,1945,RETEMP,RETR,5
6001,1946,FPSEMPN,FIRE,6
6001,1946,HEREMPN,PERS,7
6001,1946,MWTEMPN,WTWT,2
6001,1946,OTHEMPN,CONS,15
6001,1946,RETEMP,RETL,7
6001,1947,FPSEMPN,FIRE,126
6001,1947,HEREMPN,HIED,275
6001,1947,HEREMPN,HMED,84
6001,1947,HEREMPN,K12E,69
6001,1947,HEREMPN,PERS,34
6001,1947,HEREMPN,RECS,82
6001,1947,HEREMPN,SOCS,32
6001,1947,MWTEMPN,MFRG,1
6001,1947,MWTEMPN,WTWT,4
6001,1947,OTHEMPN,CONS,34
6001,1947,OTHEMPN,FIRE,22
6001,1947,RETEMP,RETL,134
6001,1947,RETEMP,RETR,7
6001,1948,AGREMPN,FFRE,2
6001,1948,FPSEMPN,FIRE,81
6001,1948,HEREMPN,HIED,330
6001,1948,HEREMPN,HMED,6
6001,1948,HEREMPN,K12E,291
6001,1948,HEREMPN,PERS,13
6001,1948,HEREMPN,RECS,38
6001,1948,HEREMPN,SOCS,34
6001,1948,MWTEMPN,MFRG,25
6001,1948,MWTEMPN,WTWT,5
6001,1948,OTHEMPN,CONS,1
6001,1948,OTHEMPN,FIRE,9
6001,1948,RETEMP,RETL,21
6001,1949,FPSEMPN,FIRE,2
6001,1949,OTHEMPN,CONS,1
6001,1950,AGREMPN,FFRE,2
6001,1950,FPSEMPN,FIRE,41
6001,1950,HEREMPN,HIED,4
6001,1950,HEREMPN,HMED,12
6001,1950,HEREMPN,K12E,6
6001,1950,HEREMPN,PERS,25
6001,1950,HEREMPN,RECS,542
6001,1950,MWTEMPN,WTWT,13
6001,1950,OTHEMPN,CONS,35
6001,1950,OTHEMPN,FIRE,27
6001,1950,OTHEMPN,GOVT,10
6001,1950,RETEMP,RETR,3
6001,1951,OTHEMPN,CONS,3
6001,1952,FPSEMPN,FIRE,210
6001,1952,HEREMPN,HIED,21
6001,1952,HEREMPN,HMED,48
6001,1952,HEREMPN,K12E,6
6001,1952,HEREMPN,PERS,54
6001,1952,HEREMPN,RECS,109
6001,1952,HEREMPN,SOCS,31
6001,1952,MWTEMPN,MFRG,37
6001,1952,MWTEMPN,WTWT,19
6001,1952,OTHEMPN,CONS,24
6001,1952,OTHEMPN,FIRE,4
6001,1952,OTHEMPN,GOVT,25
6001,1952,RETEMP,RETL,199
6001,1952,RETEMP,RETR,4
6001,1953,FPSEMPN,FIRE,22
6001,1953,HEREMPN,PERS,16
6001,1953,HEREMPN,RECS,44
6001,1953,MWTEMPN,WTWT,9
6001,1953,OTHEMPN,CONS,11
6001,1953,OTHEMPN,FIRE,10
6001,1953,RETEMP,RETL,60
6001,1954,FPSEMPN,FIRE,36
6001,1954,HEREMPN,HIED,150
6001,1954,HEREMPN,HMED,8
6001,1954,HEREMPN,K12E,119
6001,1954,HEREMPN,PERS,40
6001,1954,HEREMPN,RECS,75
6001,1954,HEREMPN,SOCS,43
6001,1954,MWTEMPN,MFRG,4
6001,1954,MWTEMPN,WTWT,52
6001,1954,OTHEMPN,CONS,16
6001,1954,OTHEMPN,GOVT,20
6001,1954,RETEMP,RETL,27
6001,1954,RETEMP,RETR,8
6001,1955,AGREMPN,FFRE,2
6001,1955,FPSEMPN,FIRE,47
6001,1955,HEREMPN,HIED,23
6001,1955,HEREMPN,HMED,9
6001,1955,HEREMPN,PERS,14
6001,1955,HEREMPN,RECS,38
6001,1955,HEREMPN,SOCS,17
6001,1955,MWTEMPN,WTWT,10
6001,1955,OTHEMPN,CONS,3
6001,1955,OTHEMPN,FIRE,9
6001,1955,RETEMP,RETL,4
6001,1956,FPSEMPN,FIRE,273
6001,1956,HEREMPN,HIED,4
6001,1956,HEREMPN,HMED,10
6001,1956,HEREMPN,K12E,105
6001,1956,HEREMPN,PERS,112
6001,1956,HEREMPN,RECS,59
6001,1956,HEREMPN,SOCS,20
6001,1956,MWTEMPN,WTWT,28
6001,1956,OTHEMPN,CONS,78
6001,1956,OTHEMPN,FIRE,10
6001,1956,OTHEMPN,GOVT,15
6001,1956,RETEMP,RETL,45
6001,1956,RETEMP,RETR,19
6001,1957,FPSEMPN,FIRE,59
6001,1957,HEREMPN,HIED,4
6001,1957,HEREMPN,HMED,3
6001,1957,HEREMPN,PERS,15
6001,1957,HEREMPN,RECS,13
6001,1957,HEREMPN,SOCS,4
6001,1957,MWTEMPN,MFRG,1
6001,1957,OTHEMPN,CONS,16
6001,1957,OTHEMPN,FIRE,8
6001,1957,RETEMP,RETL,16
6001,1957,RETEMP,RETR,2
6001,1958,FPSEMPN,FIRE,768
6001,1958,HEREMPN,HIED,42
6001,1958,HEREMPN,HMED,181
6001,1958,HEREMPN,K12E,24
6001,1958,HEREMPN,PERS,261
6001,1958,HEREMPN,RECS,425
6001,1958,HEREMPN,SOCS,61
6001,1958,MWTEMPN,MFRG,171
6001,1958,MWTEMPN,UTIL,7
6001,1958,MWTEMPN,WTWT,1043
6001,1958,OTHEMPN,CONS,281
6001,1958,OTHEMPN,FIRE,55
6001,1958,OTHEMPN,GOVT,294
6001,1958,RETEMP,RETL,1825
6001,1958,RETEMP,RETR,39
6001,1959,FPSEMPN,FIRE,393
6001,1959,HEREMPN,HIED,7
6001,1959,HEREMPN,HMED,46
6001,1959,HEREMPN,K12E,90
6001,1959,HEREMPN,PERS,75
6001,1959,HEREMPN,RECS,216
6001,1959,HEREMPN,SOCS,40
6001,1959,MWTEMPN,MFRG,3
6001,1959,MWTEMPN,WTWT,2
6001,1959,OTHEMPN,CONS,13
6001,1959,OTHEMPN,FIRE,26
6001,1959,OTHEMPN,GOVT,20
6001,1959,RETEMP,RETL,136
6001,1959,RETEMP,RETR,1
6001,1960,HEREMPN,PERS,2
6001,1961,FPSEMPN,FIRE,71
6001,1961,HEREMPN,HMED,16
6001,1961,HEREMPN,K12E,56
6001,1961,HEREMPN,PERS,26
6001,1961,HEREMPN,RECS,146
6001,1961,HEREMPN,SOCS,9
6001,1961,OTHEMPN,CONS,9
6001,1961,OTHEMPN,FIRE,3
6001,1961,RETEMP,RETL,11
6001,1961,RETEMP,RETR,5
6001,1962,FPSEMPN,FIRE,23
6001,1962,HEREMPN,HIED,5
6001,1962,HEREMPN,HMED,8
6001,1962,HEREMPN,PERS,21
6001,1962,HEREMPN,RECS,35
6001,1962,OTHEMPN,CONS,3
6001,1962,OTHEMPN,GOVT,5
6001,1962,RETEMP,RETL,45
6001,1962,RETEMP,RETR,12
6001,1963,FPSEMPN,FIRE,18
6001,1963,HEREMPN,HIED,4
6001,1963,HEREMPN,SOCS,2
6001,1963,OTHEMPN,CONS,1
6001,1963,OTHEMPN,FIRE,9
6001,1963,RETEMP,RETR,4
6001,1964,FPSEMPN,FIRE,5
6001,1964,FPSEMPN,UTIL,2
6001,1964,HEREMPN,HIED,39
6001,1964,HEREMPN,HMED,2
6001,1964,HEREMPN,K12E,36
6001,1964,HEREMPN,PERS,23
6001,1964,HEREMPN,RECS,33
6001,1964,HEREMPN,SOCS,7
6001,1964,RETEMP,RETL,8
6001,1965,FPSEMPN,FIRE,6
6001,1965,HEREMPN,PERS,4
6001,1965,HEREMPN,SOCS,11
6001,1965,MWTEMPN,MFRG,11
6001,1965,OTHEMPN,CONS,11
6001,1965,RETEMP,RETL,3
6001,1965,RETEMP,RETR,2
6001,1966,FPSEMPN,FIRE,36
6001,1966,FPSEMPN,UTIL,5
6001,1966,HEREMPN,HIED,15
6001,1966,HEREMPN,HMED,1
6001,1966,HEREMPN,K12E,138
6001,1966,HEREMPN,PERS,48
6001,1966,HEREMPN,SOCS,28
6001,1966,MWTEMPN,MFRG,137
6001,1966,MWTEMPN,WTWT,79
6001,1966,OTHEMPN,CONS,49
6001,1966,RETEMP,RETL,33
6001,1966,RETEMP,RETR,20
6001,1967,HEREMPN,PERS,14
6001,1967,MWTEMPN,MFRG,37
6001,1967,MWTEMPN,WTWT,39
6001,1967,OTHEMPN,CONS,1
6001,1967,RETEMP,RETL,2
6001,1968,FPSEMPN,FIRE,9
6001,1968,MWTEMPN,WTWT,1
6001,1968,OTHEMPN,CONS,6
6001,1968,RETEMP,RETR,3
6001,1969,FPSEMPN,FIRE,29
6001,1969,HEREMPN,HIED,1
6001,1969,HEREMPN,HMED,6
6001,1969,HEREMPN,PERS,27
6001,1969,MWTEMPN,WTWT,8
6001,1969,OTHEMPN,CONS,5
6001,1970,FPSEMPN,FIRE,10
6001,1970,HEREMPN,PERS,33
6001,1970,HEREMPN,RECS,11
6001,1970,MWTEMPN,MFRG,1
6001,1970,MWTEMPN,WTWT,19
6001,1970,OTHEMPN,CONS,42
6001,1970,RETEMP,RETL,10
6001,1970,RETEMP,RETR,6
6001,1971,FPSEMPN,FIRE,11
6001,1971,HEREMPN,PERS,4
6001,1971,OTHEMPN,CONS,11
6001,1971,RETEMP,RETL,2
6001,1972,FPSEMPN,FIRE,18
6001,1972,HEREMPN,HMED,6
6001,1972,HEREMPN,PERS,10
6001,1972,HEREMPN,RECS,24
6001,1972,MWTEMPN,WTWT,10
6001,1972,OTHEMPN,CONS,9
6001,1972,OTHEMPN,FIRE,2
6001,1972,RETEMP,RETL,4
6001,1972,RETEMP,RETR,3
6001,1973,FPSEMPN,FIRE,25
6001,1973,HEREMPN,HMED,1
6001,1973,HEREMPN,K12E,35
6001,1973,HEREMPN,PERS,13
6001,1973,HEREMPN,RECS,12
6001,1973,HEREMPN,SOCS,2
6001,1973,MWTEMPN,MFRG,8
6001,1973,MWTEMPN,WTWT,4
6001,1973,OTHEMPN,CONS,8
6001,1973,RETEMP,RETL,11
6001,1974,FPSEMPN,FIRE,8
6001,1974,HEREMPN,HMED,14
6001,1974,HEREMPN,K12E,81
6001,1974,HEREMPN,PERS,9
6001,1974,HEREMPN,RECS,19
6001,1974,MWTEMPN,MFRG,9
6001,1974,MWTEMPN,WTWT,40
6001,1974,OTHEMPN,CONS,103
6001,1974,RETEMP,RETL,12
6001,1974,RETEMP,RETR,11
6001,1975,AGREMPN,FFRE,3
6001,1975,FPSEMPN,FIRE,94
6001,1975,HEREMPN,HIED,28
6001,1975,HEREMPN,HMED,22
6001,1975,HEREMPN,K12E,14
6001,1975,HEREMPN,PERS,30
6001,1975,HEREMPN,RECS,71
6001,1975,HEREMPN,SOCS,37
6001,1975,MWTEMPN,MFRG,30
6001,1975,MWTEMPN,WTWT,13
6001,1975,OTHEMPN,CONS,5
6001,1975,OTHEMPN,FIRE,11
6001,1975,OTHEMPN,GOVT,4178
6001,1975,RETEMP,RETL,11
6001,1975,RETEMP,RETR,4
6001,1976,AGREMPN,FFRE,6
6001,1976,FPSEMPN,FIRE,12
6001,1976,HEREMPN,HMED,89
6001,1976,HEREMPN,PERS,11
6001,1976,MWTEMPN,WTWT,4
6001,1976,OTHEMPN,CONS,15
6001,1976,RETEMP,RETR,3
6001,1977,FPSEMPN,FIRE,58
6001,1977,HEREMPN,HIED,5
6001,1977,HEREMPN,HMED,103
6001,1977,HEREMPN,PERS,49
6001,1977,HEREMPN,SOCS,147
6001,1977,MWTEMPN,MFRG,21
6001,1977,MWTEMPN,WTWT,9
6001,1977,OTHEMPN,CONS,3
6001,1977,OTHEMPN,FIRE,24
6001,1977,OTHEMPN,GOVT,12
6001,1977,RETEMP,RETL,16
6001,1977,RETEMP,RETR,25
6001,1978,AGREMPN,FFRE,3
6001,1978,FPSEMPN,FIRE,4488
6001,1978,HEREMPN,HIED,39
6001,1978,HEREMPN,HMED,451
6001,1978,HEREMPN,K12E,98
6001,1978,HEREMPN,PERS,332
6001,1978,HEREMPN,RECS,493
6001,1978,HEREMPN,SOCS,337
6001,1978,MWTEMPN,MFRG,30
6001,1978,MWTEMPN,UTIL,2105
6001,1978,MWTEMPN,WTWT,108
6001,1978,OTHEMPN,CONS,26
6001,1978,OTHEMPN,FIRE,104
6001,1978,OTHEMPN,GOVT,240
6001,1978,RETEMP,RETL,168
6001,1978,RETEMP,RETR,14
6001,1979,FPSEMPN,FIRE,118
6001,1979,HEREMPN,HIED,3
6001,1979,HEREMPN,HMED,12
6001,1979,MWTEMPN,MFRG,3
6001,1979,MWTEMPN,WTWT,185
6001,1979,RETEMP,RETR,7
6001,1980,AGREMPN,FFRE,5
6001,1980,FPSEMPN,FIRE,34
6001,1980,HEREMPN,PERS,29
6001,1980,HEREMPN,RECS,35
6001,1980,HEREMPN,SOCS,8
6001,1980,MWTEMPN,MFRG,19
6001,1980,MWTEMPN,UTIL,4
6001,1980,MWTEMPN,WTWT,254
6001,1980,OTHEMPN,CONS,36
6001,1980,OTHEMPN,FIRE,13
6001,1980,RETEMP,RETL,7
6001,1980,RETEMP,RETR,14
6001,1981,FPSEMPN,FIRE,48
6001,1981,HEREMPN,HMED,1
6001,1981,HEREMPN,PERS,25
6001,1981,HEREMPN,RECS,10
6001,1981,HEREMPN,SOCS,2
6001,1981,MWTEMPN,MFRG,16
6001,1981,MWTEMPN,WTWT,14
6001,1981,OTHEMPN,CONS,23
6001,1981,OTHEMPN,FIRE,3
6001,1981,RETEMP,RETL,8
6001,1981,RETEMP,RETR,1
6001,1982,FPSEMPN,FIRE,115
6001,1982,HEREMPN,HIED,10
6001,1982,HEREMPN,HMED,40
6001,1982,HEREMPN,K12E,181
6001,1982,HEREMPN,PERS,268
6001,1982,HEREMPN,RECS,140
6001,1982,HEREMPN,SOCS,5
6001,1982,MWTEMPN,MFRG,47
6001,1982,MWTEMPN,WTWT,39
6001,1982,OTHEMPN,CONS,34
6001,1982,OTHEMPN,FIRE,3
6001,1982,OTHEMPN,GOVT,15
6001,1982,RETEMP,RETL,71
6001,1982,RETEMP,RETR,30
6001,1983,FPSEMPN,FIRE,46
6001,1983,HEREMPN,HIED,1
6001,1983,HEREMPN,HMED,28
6001,1983,HEREMPN,K12E,6
6001,1983,HEREMPN,PERS,36
6001,1983,HEREMPN,RECS,31
6001,1983,HEREMPN,SOCS,2
6001,1983,MWTEMPN,WTWT,19
6001,1983,OTHEMPN,CONS,12
6001,1983,RETEMP,RETL,1
6001,1983,RETEMP,RETR,13
6001,1984,FPSEMPN,FIRE,47
