county,TAZ,tm15,link21,jobs
6081,892,FPSEMPN,FIRE,812
6081,892,FPSEMPN,UTIL,8
6081,892,HEREMPN,HIED,41
6081,892,HEREMPN,HMED,838
6081,892,HEREMPN,K12E,3
6081,892,HEREMPN,PERS,195
6081,892,HEREMPN,RECS,233
6081,892,HEREMPN,SOCS,34
6081,892,MWTEMPN,MFRG,90
6081,892,MWTEMPN,WTWT,6
6081,892,MWTEMPN,UTIL,7
6081,892,OTHEMPN,FIRE,364
6081,892,OTHEMPN,CONS,188
6081,892,RETEMPN,RETL,407
6081,892,RETEMPN,RETR,71
6081,892,AGREMPN,FFRE,25
6081,893,FPSEMPN,FIRE,1278
6081,893,HEREMPN,HIED,13
6081,893,HEREMPN,HMED,707
6081,893,HEREMPN,K12E,131
6081,893,HEREMPN,PERS,89
6081,893,HEREMPN,RECS,162
6081,893,HEREMPN,SOCS,8
6081,893,MWTEMPN,MFRG,417
6081,893,MWTEMPN,WTWT,449
6081,893,OTHEMPN,FIRE,992
6081,893,OTHEMPN,CONS,257
6081,893,OTHEMPN,GOVT,487
6081,893,RETEMPN,RETL,309
6081,893,RETEMPN,RETR,15
6081,893,AGREMPN,FFRE,2
6081,894,FPSEMPN,FIRE,41
6081,894,HEREMPN,K12E,12
6081,894,HEREMPN,PERS,7
6081,894,HEREMPN,RECS,5
6081,894,HEREMPN,SOCS,9
6081,894,MWTEMPN,MFRG,11
6081,894,OTHEMPN,CONS,34
6081,894,RETEMPN,RETL,3
6081,894,RETEMPN,RETR,1
6081,895,FPSEMPN,FIRE,5051
6081,895,HEREMPN,HIED,74
6081,895,HEREMPN,HMED,3027
6081,895,HEREMPN,K12E,124
6081,895,HEREMPN,PERS,555
6081,895,HEREMPN,RECS,1454
6081,895,HEREMPN,SOCS,188
6081,895,MWTEMPN,MFRG,151
6081,895,MWTEMPN,WTWT,459
6081,895,MWTEMPN,UTIL,5
6081,895,OTHEMPN,FIRE,1178
6081,895,OTHEMPN,CONS,259
6081,895,OTHEMPN,GOVT,2169
6081,895,RETEMPN,RETL,806
6081,895,RETEMPN,RETR,584
6081,895,AGREMPN,FFRE,8
6081,896,FPSEMPN,FIRE,282
6081,896,HEREMPN,HIED,51
6081,896,HEREMPN,HMED,6
6081,896,HEREMPN,K12E,67
6081,896,HEREMPN,PERS,41
6081,896,HEREMPN,RECS,39
6081,896,HEREMPN,SOCS,40
6081,896,MWTEMPN,MFRG,23
6081,896,MWTEMPN,WTWT,53
6081,896,OTHEMPN,FIRE,35
6081,896,OTHEMPN,CONS,99
6081,896,OTHEMPN,GOVT,37
6081,896,RETEMPN,RETL,66
6081,896,RETEMPN,RETR,10
6081,896,AGREMPN,FFRE,12
6081,897,FPSEMPN,FIRE,81
6081,897,HEREMPN,HMED,62
6081,897,HEREMPN,PERS,48
6081,897,HEREMPN,RECS,54
6081,897,MWTEMPN,MFRG,36
6081,897,MWTEMPN,WTWT,31
6081,897,OTHEMPN,FIRE,7
6081,897,OTHEMPN,CONS,136
6081,897,RETEMPN,RETL,55
6081,897,RETEMPN,RETR,23
6081,897,AGREMPN,FFRE,6
6081,898,FPSEMPN,FIRE,430
6081,898,FPSEMPN,UTIL,2
6081,898,HEREMPN,HIED,2
6081,898,HEREMPN,HMED,113
6081,898,HEREMPN,PERS,134
6081,898,HEREMPN,RECS,221
6081,898,HEREMPN,SOCS,145
6081,898,MWTEMPN,MFRG,1
6081,898,MWTEMPN,WTWT,183
6081,898,OTHEMPN,FIRE,10
6081,898,OTHEMPN,CONS,11
6081,898,OTHEMPN,GOVT,352
6081,898,RETEMPN,RETL,147
6081,898,RETEMPN,RETR,88
6081,898,AGREMPN,FFRE,4
6081,899,FPSEMPN,FIRE,205
6081,899,HEREMPN,HMED,175
6081,899,HEREMPN,PERS,20
6081,899,HEREMPN,RECS,8
6081,899,MWTEMPN,WTWT,99
6081,899,MWTEMPN,UTIL,25
6081,899,OTHEMPN,FIRE,6
6081,899,OTHEMPN,CONS,210
6081,899,RETEMPN,RETL,19
6081,899,RETEMPN,RETR,37
6081,899,AGREMPN,FFRE,1
6081,900,FPSEMPN,FIRE,7271
6081,900,FPSEMPN,UTIL,28
6081,900,HEREMPN,HIED,178
6081,900,HEREMPN,HMED,1944
6081,900,HEREMPN,K12E,14
6081,900,HEREMPN,PERS,124
6081,900,HEREMPN,RECS,365
6081,900,HEREMPN,SOCS,51
6081,900,MWTEMPN,MFRG,679
6081,900,MWTEMPN,WTWT,1018
6081,900,OTHEMPN,FIRE,1407
6081,900,OTHEMPN,CONS,157
6081,900,OTHEMPN,GOVT,209
6081,900,RETEMPN,RETL,153
6081,900,RETEMPN,RETR,353
6081,900,AGREMPN,FFRE,49
6081,901,FPSEMPN,FIRE,85
6081,901,HEREMPN,HMED,4
6081,901,HEREMPN,PERS,21
6081,901,HEREMPN,RECS,61
6081,901,HEREMPN,SOCS,17
6081,901,MWTEMPN,WTWT,72
6081,901,OTHEMPN,FIRE,43
6081,901,OTHEMPN,CONS,98
6081,901,RETEMPN,RETL,8
6081,901,RETEMPN,RETR,91
6081,901,AGREMPN,FFRE,1
6081,902,FPSEMPN,FIRE,1371
6081,902,FPSEMPN,UTIL,17
6081,902,HEREMPN,HIED,62
6081,902,HEREMPN,HMED,473
6081,902,HEREMPN,PERS,215
6081,902,HEREMPN,RECS,146
6081,902,HEREMPN,SOCS,25
6081,902,MWTEMPN,MFRG,267
6081,902,MWTEMPN,WTWT,762
6081,902,MWTEMPN,UTIL,33
6081,902,OTHEMPN,FIRE,76
6081,902,OTHEMPN,CONS,268
6081,902,OTHEMPN,GOVT,619
6081,902,RETEMPN,RETL,160
6081,902,RETEMPN,RETR,149
6081,902,AGREMPN,FFRE,18
6081,903,FPSEMPN,FIRE,455
6081,903,HEREMPN,HMED,468
6081,903,HEREMPN,PERS,56
6081,903,HEREMPN,RECS,169
6081,903,HEREMPN,SOCS,422
6081,903,MWTEMPN,WTWT,67
6081,903,OTHEMPN,CONS,282
6081,903,RETEMPN,RETL,39
6081,903,AGREMPN,FFRE,4
6081,904,FPSEMPN,FIRE,78
6081,904,HEREMPN,HIED,3
6081,904,HEREMPN,K12E,38
6081,904,HEREMPN,PERS,14
6081,904,HEREMPN,RECS,1
6081,904,HEREMPN,SOCS,20
6081,904,MWTEMPN,UTIL,17
6081,904,OTHEMPN,FIRE,13
6081,904,OTHEMPN,CONS,57
6081,904,RETEMPN,RETL,5
6081,906,FPSEMPN,FIRE,346
6081,906,HEREMPN,HMED,328
6081,906,HEREMPN,K12E,184
6081,906,HEREMPN,PERS,66
6081,906,HEREMPN,RECS,12
6081,906,HEREMPN,SOCS,25
6081,906,MWTEMPN,MFRG,25
6081,906,MWTEMPN,WTWT,36
6081,906,OTHEMPN,FIRE,43
6081,906,OTHEMPN,CONS,55
6081,906,OTHEMPN,GOVT,110
6081,906,RETEMPN,RETL,30
6081,906,AGREMPN,FFRE,2
6081,907,FPSEMPN,FIRE,23
6081,907,HEREMPN,HMED,3
6081,907,HEREMPN,PERS,26
6081,907,HEREMPN,RECS,63
6081,907,MWTEMPN,WTWT,11
6081,907,OTHEMPN,FIRE,11
6081,907,OTHEMPN,CONS,11
6081,907,RETEMPN,RETL,19
6081,907,RETEMPN,RETR,13
6081,908,FPSEMPN,FIRE,61
6081,908,HEREMPN,HIED,6
6081,908,HEREMPN,HMED,36
6081,908,HEREMPN,K12E,24
6081,908,HEREMPN,PERS,6
6081,908,HEREMPN,RECS,3
6081,908,HEREMPN,SOCS,5
6081,908,MWTEMPN,WTWT,22
6081,908,OTHEMPN,CONS,78
6081,908,RETEMPN,RETL,42
6081,909,FPSEMPN,FIRE,113
6081,909,HEREMPN,HIED,5
6081,909,HEREMPN,HMED,95
6081,909,HEREMPN,PERS,15
6081,909,HEREMPN,RECS,67
6081,909,HEREMPN,SOCS,13
6081,909,MWTEMPN,MFRG,36
6081,909,OTHEMPN,CONS,118
6081,909,RETEMPN,RETL,181
6081,909,AGREMPN,FFRE,6
6081,910,FPSEMPN,FIRE,55
6081,910,HEREMPN,HIED,1
6081,910,HEREMPN,PERS,19
6081,910,HEREMPN,RECS,67
6081,910,MWTEMPN,MFRG,29
6081,910,MWTEMPN,WTWT,15
6081,910,OTHEMPN,CONS,70
6081,910,RETEMPN,RETL,143
6081,910,RETEMPN,RETR,60
6081,911,FPSEMPN,FIRE,24
6081,911,HEREMPN,K12E,27
6081,911,HEREMPN,PERS,9
6081,911,HEREMPN,RECS,1
6081,911,HEREMPN,SOCS,9
6081,911,MWTEMPN,MFRG,1
6081,911,OTHEMPN,FIRE,6
6081,911,OTHEMPN,CONS,21
6081,911,RETEMPN,RETL,7
6081,911,RETEMPN,RETR,4
6081,912,FPSEMPN,FIRE,255
6081,912,HEREMPN,HMED,145
6081,912,HEREMPN,PERS,61
6081,912,HEREMPN,RECS,46
6081,912,HEREMPN,SOCS,11
6081,912,MWTEMPN,MFRG,10
6081,912,MWTEMPN,WTWT,14
6081,912,OTHEMPN,FIRE,68
6081,912,OTHEMPN,CONS,58
6081,912,RETEMPN,RETL,64
6081,912,AGREMPN,FFRE,2
6081,913,FPSEMPN,FIRE,13
6081,913,HEREMPN,PERS,23
6081,913,HEREMPN,SOCS,7
6081,913,MWTEMPN,MFRG,1
6081,913,OTHEMPN,FIRE,6
6081,913,OTHEMPN,CONS,4
6081,913,RETEMPN,RETL,3
6081,913,RETEMPN,RETR,2
6081,914,FPSEMPN,FIRE,417
6081,914,HEREMPN,HIED,8
6081,914,HEREMPN,HMED,39
6081,914,HEREMPN,PERS,167
6081,914,HEREMPN,RECS,184
6081,914,HEREMPN,SOCS,12
6081,914,MWTEMPN,MFRG,83
6081,914,MWTEMPN,WTWT,83
6081,914,OTHEMPN,FIRE,98
6081,914,OTHEMPN,CONS,119
6081,914,OTHEMPN,GOVT,49
6081,914,RETEMPN,RETL,348
6081,914,RETEMPN,RETR,89
6081,914,AGREMPN,FFRE,2
6081,915,FPSEMPN,FIRE,78
6081,915,HEREMPN,HIED,8
6081,915,HEREMPN,HMED,21
6081,915,HEREMPN,K12E,108
6081,915,HEREMPN,PERS,12
6081,915,HEREMPN,RECS,5
6081,915,MWTEMPN,WTWT,7
6081,915,OTHEMPN,CONS,56
6081,915,RETEMPN,RETL,7
6081,916,FPSEMPN,FIRE,11
6081,916,HEREMPN,HMED,9
6081,916,HEREMPN,PERS,4
6081,916,MWTEMPN,WTWT,2
6081,916,OTHEMPN,FIRE,1
6081,916,OTHEMPN,CONS,7
6081,916,RETEMPN,RETL,1
6081,916,RETEMPN,RETR,2
6081,917,FPSEMPN,FIRE,3
6081,917,HEREMPN,HMED,4
6081,917,HEREMPN,PERS,2
6081,917,HEREMPN,RECS,3
6081,917,HEREMPN,SOCS,2
6081,917,OTHEMPN,CONS,4
6085,918,FPSEMPN,FIRE,109
6085,918,HEREMPN,HIED,6
6085,918,HEREMPN,HMED,180
6085,918,HEREMPN,K12E,63
6085,918,HEREMPN,PERS,15
6085,918,HEREMPN,RECS,14
6085,918,HEREMPN,SOCS,12
6085,918,MWTEMPN,MFRG,11
6085,918,MWTEMPN,WTWT,4
6085,918,OTHEMPN,FIRE,35
6085,918,OTHEMPN,CONS,87
6085,918,RETEMPN,RETL,31
6085,919,HEREMPN,HMED,1
6085,919,HEREMPN,RECS,1
6085,919,OTHEMPN,FIRE,2
6085,919,RETEMPN,RETL,2
6085,920,FPSEMPN,FIRE,454
6085,920,HEREMPN,HIED,7
6085,920,HEREMPN,HMED,1457
6085,920,HEREMPN,K12E,74
6085,920,HEREMPN,PERS,35
6085,920,HEREMPN,RECS,30
6085,920,HEREMPN,SOCS,123
6085,920,MWTEMPN,MFRG,69
6085,920,MWTEMPN,WTWT,3
6085,920,OTHEMPN,FIRE,403
6085,920,OTHEMPN,CONS,58
6085,920,RETEMPN,RETL,230
6085,920,AGREMPN,FFRE,2
6085,921,FPSEMPN,FIRE,242
6085,921,HEREMPN,HIED,85
6085,921,HEREMPN,HMED,230
6085,921,HEREMPN,K12E,55
6085,921,HEREMPN,PERS,97
6085,921,HEREMPN,RECS,185
6085,921,HEREMPN,SOCS,26
6085,921,MWTEMPN,MFRG,32
6085,921,MWTEMPN,WTWT,21
6085,921,OTHEMPN,FIRE,251
6085,921,OTHEMPN,CONS,97
6085,921,RETEMPN,RETL,329
6085,921,RETEMPN,RETR,226
6085,921,AGREMPN,FFRE,1
6085,922,FPSEMPN,FIRE,795
6085,922,HEREMPN,HIED,17
6085,922,HEREMPN,HMED,1043
6085,922,HEREMPN,K12E,239
6085,922,HEREMPN,PERS,32
6085,922,HEREMPN,RECS,66
6085,922,HEREMPN,SOCS,207
6085,922,MWTEMPN,MFRG,25
6085,922,MWTEMPN,WTWT,115
6085,922,MWTEMPN,UTIL,8
6085,922,OTHEMPN,FIRE,216
6085,922,OTHEMPN,CONS,417
6085,922,RETEMPN,RETL,49
6085,922,RETEMPN,RETR,12
6085,922,AGREMPN,FFRE,7
6085,923,FPSEMPN,FIRE,181
6085,923,HEREMPN,HIED,14
6085,923,HEREMPN,HMED,47
6085,923,HEREMPN,K12E,218
6085,923,HEREMPN,PERS,57
6085,923,HEREMPN,RECS,99
6085,923,HEREMPN,SOCS,41
6085,923,MWTEMPN,MFRG,15
6085,923,MWTEMPN,WTWT,18
6085,923,OTHEMPN,FIRE,79
6085,923,OTHEMPN,CONS,73
6085,923,RETEMPN,RETL,21
6085,923,RETEMPN,RETR,11
6085,924,FPSEMPN,FIRE,2258
6085,924,HEREMPN,HIED,46
6085,924,HEREMPN,HMED,458
6085,924,HEREMPN,K12E,93
6085,924,HEREMPN,PERS,732
6085,924,HEREMPN,RECS,854
6085,924,HEREMPN,SOCS,58
6085,924,MWTEMPN,MFRG,135
6085,924,MWTEMPN,WTWT,61
6085,924,MWTEMPN,UTIL,10
6085,924,OTHEMPN,FIRE,669
6085,924,OTHEMPN,CONS,268
6085,924,OTHEMPN,GOVT,246
6085,924,RETEMPN,RETL,333
6085,924,RETEMPN,RETR,46
6085,924,AGREMPN,FFRE,4
6085,925,FPSEMPN,FIRE,38
6085,925,HEREMPN,K12E,44
6085,925,HEREMPN,RECS,3
6085,925,MWTEMPN,MFRG,4
6085,925,MWTEMPN,WTWT,3
6085,925,OTHEMPN,FIRE,17
6085,925,OTHEMPN,CONS,11
6085,925,RETEMPN,RETL,6
6085,925,RETEMPN,RETR,4
6085,926,FPSEMPN,FIRE,87
6085,926,HEREMPN,HIED,9
6085,926,HEREMPN,HMED,1
6085,926,HEREMPN,K12E,130
6085,926,HEREMPN,PERS,18
6085,926,HEREMPN,RECS,51
6085,926,HEREMPN,SOCS,8
6085,926,MWTEMPN,MFRG,15
6085,926,MWTEMPN,WTWT,31
6085,926,OTHEMPN,FIRE,50
6085,926,OTHEMPN,CONS,51
6085,926,OTHEMPN,GOVT,14
6085,926,RETEMPN,RETL,24
6085,926,RETEMPN,RETR,86
6085,927,FPSEMPN,FIRE,67
6085,927,HEREMPN,HIED,3
6085,927,HEREMPN,HMED,30
6085,927,HEREMPN,K12E,104
6085,927,HEREMPN,PERS,64
6085,927,HEREMPN,RECS,6
6085,927,HEREMPN,SOCS,90
6085,927,MWTEMPN,MFRG,10
6085,927,MWTEMPN,WTWT,19
6085,927,OTHEMPN,FIRE,155
6085,927,RETEMPN,RETL,5
6085,927,AGREMPN,FFRE,1
6085,928,FPSEMPN,FIRE,123
6085,928,HEREMPN,HIED,10
6085,928,HEREMPN,HMED,35
6085,928,HEREMPN,K12E,18
6085,928,HEREMPN,PERS,19
6085,928,HEREMPN,RECS,79
6085,928,HEREMPN,SOCS,30
6085,928,MWTEMPN,MFRG,49
6085,928,MWTEMPN,WTWT,1
6085,928,OTHEMPN,FIRE,13
6085,928,OTHEMPN,CONS,63
6085,928,OTHEMPN,GOVT,43
6085,928,RETEMPN,RETL,32
6085,928,RETEMPN,RETR,29
6085,928,AGREMPN,FFRE,1
6085,929,FPSEMPN,FIRE,11
6085,929,HEREMPN,HIED,26
6085,929,HEREMPN,PERS,26
6085,929,HEREMPN,RECS,44
6085,929,MWTEMPN,MFRG,1
6085,929,MWTEMPN,WTWT,1
6085,929,OTHEMPN,FIRE,3
6085,929,OTHEMPN,CONS,2
6085,929,OTHEMPN,GOVT,2
6085,929,RETEMPN,RETL,2
6085,929,RETEMPN,RETR,1
6085,930,FPSEMPN,FIRE,360
6085,930,HEREMPN,HIED,7
6085,930,HEREMPN,HMED,11
6085,930,HEREMPN,K12E,64
6085,930,HEREMPN,PERS,79
6085,930,HEREMPN,RECS,44
6085,930,HEREMPN,SOCS,24
6085,930,MWTEMPN,MFRG,8
6085,930,MWTEMPN,WTWT,14
6085,930,MWTEMPN,UTIL,2
6085,930,OTHEMPN,FIRE,79
6085,930,OTHEMPN,CONS,54
6085,930,OTHEMPN,GOVT,36
6085,930,RETEMPN,RETL,3
6085,930,RETEMPN,RETR,5
6085,930,AGREMPN,FFRE,8
6085,931,FPSEMPN,FIRE,13
6085,931,HEREMPN,PERS,15
6085,931,MWTEMPN,MFRG,4
6085,931,MWTEMPN,WTWT,3
6085,931,OTHEMPN,CONS,18
6085,931,RETEMPN,RETL,1
6085,932,FPSEMPN,FIRE,38
6085,932,HEREMPN,HIED,3
6085,932,HEREMPN,K12E,51
6085,932,HEREMPN,PERS,6
6085,932,HEREMPN,RECS,9
6085,932,HEREMPN,SOCS,17
6085,932,OTHEMPN,FIRE,41
6085,932,RETEMPN,RETL,3
6085,933,FPSEMPN,FIRE,184
6085,933,HEREMPN,HIED,40
6085,933,HEREMPN,HMED,58
6085,933,HEREMPN,K12E,69
6085,933,HEREMPN,PERS,86
6085,933,HEREMPN,RECS,37
6085,933,HEREMPN,SOCS,36
6085,933,MWTEMPN,MFRG,42
6085,933,OTHEMPN,FIRE,128
6085,933,OTHEMPN,CONS,114
6085,933,RETEMPN,RETL,75
6085,933,RETEMPN,RETR,7
6085,933,AGREMPN,FFRE,3
6085,934,FPSEMPN,FIRE,63
6085,934,HEREMPN,K12E,28
6085,934,HEREMPN,PERS,5
6085,934,HEREMPN,SOCS,37
6085,934,MWTEMPN,WTWT,10
6085,934,OTHEMPN,FIRE,17
6085,934,OTHEMPN,CONS,32
6085,934,OTHEMPN,GOVT,3
6085,934,RETEMPN,RETL,1
6085,934,RETEMPN,RETR,1
6085,934,AGREMPN,FFRE,24
6085,935,FPSEMPN,FIRE,17
6085,935,HEREMPN,HIED,2
6085,935,HEREMPN,K12E,14
6085,935,HEREMPN,PERS,12
6085,935,MWTEMPN,WTWT,1
6085,935,OTHEMPN,FIRE,1
6085,935,OTHEMPN,CONS,29
6085,935,RETEMPN,RETL,7
6085,936,FPSEMPN,FIRE,472
6085,936,HEREMPN,HIED,72
6085,936,HEREMPN,HMED,27
6085,936,HEREMPN,K12E,118
6085,936,HEREMPN,PERS,91
6085,936,HEREMPN,RECS,1
6085,936,HEREMPN,SOCS,283
6085,936,MWTEMPN,MFRG,337
6085,936,MWTEMPN,WTWT,37
6085,936,OTHEMPN,FIRE,412
6085,936,OTHEMPN,CONS,260
6085,936,RETEMPN,RETL,17
6085,936,RETEMPN,RETR,22
6085,936,AGREMPN,FFRE,5
6085,937,FPSEMPN,FIRE,106
6085,937,HEREMPN,HIED,34
6085,937,HEREMPN,HMED,1
6085,937,HEREMPN,K12E,67
6085,937,HEREMPN,PERS,30
6085,937,HEREMPN,RECS,7
6085,937,HEREMPN,SOCS,36
6085,937,MWTEMPN,MFRG,38
6085,937,MWTEMPN,WTWT,33
6085,937,OTHEMPN,FIRE,96
6085,937,OTHEMPN,CONS,1
6085,937,RETEMPN,RETL,19
6085,937,RETEMPN,RETR,43
6085,938,FPSEMPN,FIRE,210
6085,938,HEREMPN,HIED,6
6085,938,HEREMPN,HMED,12
6085,938,HEREMPN,K12E,61
6085,938,HEREMPN,PERS,84
6085,938,HEREMPN,RECS,8
6085,938,HEREMPN,SOCS,9
6085,938,MWTEMPN,MFRG,27
6085,938,MWTEMPN,WTWT,3
6085,938,OTHEMPN,CONS,146
6085,938,RETEMPN,RETL,13
6085,938,RETEMPN,RETR,1
6085,938,AGREMPN,FFRE,1
6085,939,FPSEMPN,FIRE,3249
6085,939,HEREMPN,HMED,158
6085,939,HEREMPN,K12E,525
6085,939,HEREMPN,RECS,315
6085,939,MWTEMPN,MFRG,780
6085,939,MWTEMPN,WTWT,445
6085,939,OTHEMPN,FIRE,574
6085,939,RETEMPN,RETL,25
6085,939,RETEMPN,RETR,15
6085,939,AGREMPN,FFRE,22
6085,940,FPSEMPN,FIRE,1237
6085,940,HEREMPN,HIED,80
6085,940,HEREMPN,HMED,266
6085,940,HEREMPN,K12E,464
6085,940,HEREMPN,PERS,93
6085,940,HEREMPN,RECS,1081
6085,940,MWTEMPN,MFRG,189
6085,940,MWTEMPN,WTWT,76
6085,940,OTHEMPN,FIRE,281
6085,940,OTHEMPN,CONS,80
6085,940,RETEMPN,RETL,3
6085,940,AGREMPN,FFRE,4
6085,941,FPSEMPN,FIRE,1541
6085,941,HEREMPN,HIED,585
6085,941,HEREMPN,HMED,117
6085,941,HEREMPN,K12E,19
6085,941,HEREMPN,PERS,25
6085,941,HEREMPN,RECS,79
6085,941,HEREMPN,SOCS,21
6085,941,MWTEMPN,MFRG,217
6085,941,MWTEMPN,WTWT,3
6085,941,OTHEMPN,FIRE,151
6085,941,OTHEMPN,CONS,128
6085,941,OTHEMPN,GOVT,53
6085,941,RETEMPN,RETL,12
6085,941,RETEMPN,RETR,6
6085,941,AGREMPN,FFRE,87
6085,942,FPSEMPN,FIRE,65
6085,942,HEREMPN,HIED,5
6085,942,HEREMPN,HMED,8
6085,942,HEREMPN,K12E,94
6085,942,HEREMPN,PERS,18
6085,942,HEREMPN,RECS,43
6085,942,HEREMPN,SOCS,14
6085,942,MWTEMPN,WTWT,40
6085,942,OTHEMPN,FIRE,58
6085,942,OTHEMPN,CONS,76
6085,942,RETEMPN,RETL,92
6085,942,RETEMPN,RETR,257
6085,942,AGREMPN,FFRE,1
6085,943,FPSEMPN,FIRE,150
6085,943,HEREMPN,HIED,6
6085,943,HEREMPN,HMED,15
6085,943,HEREMPN,PERS,125
6085,943,HEREMPN,RECS,26
6085,943,HEREMPN,SOCS,1
6085,943,MWTEMPN,MFRG,21
6085,943,MWTEMPN,WTWT,113
6085,943,OTHEMPN,FIRE,83
6085,943,OTHEMPN,CONS,153
6085,943,RETEMPN,RETL,130
6085,943,RETEMPN,RETR,145
6085,943,AGREMPN,FFRE,1
6085,944,FPSEMPN,FIRE,5
6085,944,HEREMPN,HIED,4
6085,944,HEREMPN,HMED,5
6085,944,HEREMPN,K12E,11
6085,944,HEREMPN,PERS,5
6085,944,HEREMPN,RECS,4
6085,944,MWTEMPN,MFRG,2
6085,944,OTHEMPN,FIRE,12
6085,944,OTHEMPN,CONS,7
6085,944,RETEMPN,RETL,33
6085,945,FPSEMPN,FIRE,1806
6085,945,HEREMPN,HIED,133
6085,945,HEREMPN,HMED,847
6085,945,HEREMPN,PERS,231
6085,945,HEREMPN,RECS,1156
6085,945,HEREMPN,SOCS,16
6085,945,MWTEMPN,MFRG,59
6085,945,MWTEMPN,WTWT,84
6085,945,MWTEMPN,UTIL,47
6085,945,OTHEMPN,FIRE,337
6085,945,OTHEMPN,CONS,80
6085,945,OTHEMPN,GOVT,899
6085,945,RETEMPN,RETL,394
6085,945,RETEMPN,RETR,52
6085,945,AGREMPN,FFRE,1
6085,946,FPSEMPN,FIRE,86
6085,946,HEREMPN,HMED,46
6085,946,HEREMPN,PERS,100
6085,946,HEREMPN,RECS,26
6085,946,HEREMPN,SOCS,4
6085,946,MWTEMPN,MFRG,32
6085,946,OTHEMPN,FIRE,33
6085,946,OTHEMPN,CONS,93
6085,946,RETEMPN,RETL,193
6085,946,RETEMPN,RETR,221
6085,947,FPSEMPN,FIRE,43
6085,947,HEREMPN,HIED,28
6085,947,HEREMPN,HMED,12
6085,947,HEREMPN,PERS,15
6085,947,HEREMPN,RECS,9
6085,947,HEREMPN,SOCS,4
6085,947,MWTEMPN,WTWT,15
6085,947,OTHEMPN,FIRE,34
6085,947,OTHEMPN,CONS,62
6085,947,RETEMPN,RETL,55
6085,947,RETEMPN,RETR,19
6085,948,FPSEMPN,FIRE,8
6085,948,HEREMPN,HIED,3
6085,948,HEREMPN,HMED,6
6085,948,HEREMPN,PERS,3
6085,948,HEREMPN,RECS,3
6085,948,HEREMPN,SOCS,5
6085,948,MWTEMPN,WTWT,3
6085,948,OTHEMPN,FIRE,25
6085,948,RETEMPN,RETL,20
6085,949,FPSEMPN,FIRE,25
6085,949,HEREMPN,HMED,1
6085,949,HEREMPN,PERS,21
6085,949,HEREMPN,RECS,29
6085,949,MWTEMPN,MFRG,10
6085,949,OTHEMPN,FIRE,3
6085,949,OTHEMPN,CONS,42
6085,949,RETEMPN,RETL,56
6085,950,FPSEMPN,FIRE,1175
6085,950,HEREMPN,HIED,29
6085,950,HEREMPN,HMED,299
6085,950,HEREMPN,PERS,124
6085,950,HEREMPN,RECS,1494
6085,950,HEREMPN,SOCS,23
6085,950,MWTEMPN,MFRG,44
6085,950,MWTEMPN,WTWT,44
6085,950,MWTEMPN,UTIL,186
6085,950,OTHEMPN,FIRE,1185
6085,950,OTHEMPN,CONS,43
6085,950,RETEMPN,RETL,749
6085,950,RETEMPN,RETR,1307
6085,950,AGREMPN,FFRE,6
6085,951,FPSEMPN,FIRE,89
6085,951,HEREMPN,HMED,17
6085,951,HEREMPN,PERS,42
6085,951,HEREMPN,RECS,53
6085,951,MWTEMPN,MFRG,33
6085,951,OTHEMPN,FIRE,66
6085,951,OTHEMPN,CONS,4
6085,951,OTHEMPN,GOVT,56
6085,951,RETEMPN,RETL,158
6085,951,RETEMPN,RETR,2
6085,952,FPSEMPN,FIRE,4217
6085,952,HEREMPN,HIED,45
6085,952,HEREMPN,HMED,1085
6085,952,HEREMPN,K12E,72
6085,952,HEREMPN,PERS,493
6085,952,HEREMPN,RECS,1965
6085,952,HEREMPN,SOCS,125
6085,952,MWTEMPN,MFRG,255
6085,952,MWTEMPN,WTWT,133
6085,952,OTHEMPN,FIRE,849
6085,952,OTHEMPN,CONS,42
6085,952,OTHEMPN,GOVT,944
6085,952,RETEMPN,RETL,654
6085,952,RETEMPN,RETR,259
6085,952,AGREMPN,FFRE,9
6085,954,FPSEMPN,FIRE,238
6085,954,HEREMPN,HMED,72
6085,954,MWTEMPN,MFRG,2
6085,954,MWTEMPN,WTWT,1
6085,954,OTHEMPN,FIRE,6
6085,954,RETEMPN,RETL,1
6085,954,AGREMPN,FFRE,1
6085,955,FPSEMPN,FIRE,12226
6085,955,HEREMPN,HIED,5959
6085,955,HEREMPN,HMED,27497
6085,955,HEREMPN,K12E,330
6085,955,HEREMPN,PERS,623
6085,955,HEREMPN,RECS,2084
6085,955,HEREMPN,SOCS,103
6085,955,MWTEMPN,MFRG,409
6085,955,MWTEMPN,WTWT,136
6085,955,OTHEMPN,FIRE,1468
6085,955,OTHEMPN,CONS,10
6085,955,OTHEMPN,GOVT,21
6085,955,RETEMPN,RETL,960
6085,955,RETEMPN,RETR,1339
6085,955,AGREMPN,FFRE,50
6085,956,FPSEMPN,FIRE,189
6085,956,HEREMPN,HIED,4
6085,956,HEREMPN,HMED,123
6085,956,HEREMPN,K12E,37
6085,956,HEREMPN,PERS,19
6085,956,HEREMPN,RECS,3
6085,956,HEREMPN,SOCS,30
6085,956,MWTEMPN,MFRG,7
6085,956,MWTEMPN,WTWT,15
6085,956,OTHEMPN,FIRE,67
6085,956,OTHEMPN,CONS,39
6085,956,RETEMPN,RETL,4
6085,956,RETEMPN,RETR,11
6085,956,AGREMPN,FFRE,3
6085,957,FPSEMPN,FIRE,700
